timestamp,unix-epoch,from,to,txid,amount
10/02/2017 02:07:33,1506978453000,12ucj4zX9MZTMiQ5CNYKsMX8JXd7311fyb,1LoM87Ti2AovGMD7mycXbgf3kLT4AAhYQX,250e0af50b3a46ee8a451e24dec257029e20bce57c1881411c55b9829448fe67,1.4
10/02/2017 02:02:10,1506978130000,13DyxptufiCb6Eva8kjxWwuHmXUzHW5DzZ,17VaYGagpwBsdVEiNfMpTmhEQsnXTVMfoT,7f403fe07e5374eba8097341ebe195851ed27dc5ad58453ba11d458fe159a871,0.08116
10/02/2017 01:41:22,1506976882000,1J8Tg8HKoR6ZcwjfufUgaSeLNt4g2tU3qL,17XWYp7Qc8tqKpAHiNVAtcJUKH6JFbMJqB,2ef641f7722de0647021f21f39a04fa1f4da3785e1ef1ead19ab37d8cdd4e263,0.02
10/02/2017 01:36:06,1506976566000,1GugKrGXSpaNffKwRcSUMf4ccweWbCNf3K,1DQe8oGPqjCVrJAaGEVWs6XG6tCVg6SjCP,46b1f6824a290be5816d654bc991cff59cc25f011bd6eb0e5d711709d5f7cc27,0.00048
10/02/2017 01:27:11,1506976031000,15RJ9Ht8eLmDfuJ5wgaok3dsmYc6HQtsrK,14biFSAvLY4jEvnjYnCzGMfxhW88bxmkZG,81aa55ad9579c61b184d1af099253278a18dcb70af2087fc00ccbc8cecb51e19,0.0114
10/02/2017 01:24:13,1506975853000,1EkeqsiKXfVYcMPAspQakLrxXu5csEWoYL,12q22TAiBGMvuq2YF5anutAaGV5jTVTPiV,17919f5dec82b0df7368cdc30f4830f008ecd1eb5da667b4afe7a6cbd15999dc,0.01106645
10/02/2017 01:16:04,1506975364000,1K4S8kfq7MFebY1EHduvoZP4oi6vFR718Y,13qXWeCTtc6Westu32iX5RMijV2BJzxeDE,f71a871ebde3d50c8688c604177b616a75c5df41ce5e1b8189d3429659464482,0.02275
10/02/2017 01:13:02,1506975182000,3BxQu2hKm9p6pT28q3Pnsc2Hzcw9kzTxLV,16FuBzRbDZqnjw73U96KStdRKtU6TudNHC,0f86afc460ce1289ff9fc2a49276ee10de16e2627a8c9314119195cce0df9278,0.06824603
10/02/2017 12:59:16,1506974356000,3Ff6Nxo8GZnT7g2MdHXPtijCHLCZu8N6ze,1AFZ1iVCd5NWdWkwyWy4tx2amDvWaqHPEC,7a8482e2b124d23aa836e6fc4e10032b29e7eb3a8c2dca7d9b7c1ba53119cc21,0.0400534
10/02/2017 12:29:37,1506972577000,12fW6uPHTa8CbVNwjQj7StPNrsEziPe2jN,1Huh91N9cmzgLuEawmQEqpRVoegpUf5Qyu,1149530ea83df540fee265b24f25a10afaea0a3c9117fdd50ba3952c014ca9fb,1
10/02/2017 05:26:47,1506990407000,17XVFB4gGF8iqTrBpYcAuANjqz4eRkz9Pi,1Q2PDv7CXKDDLSKQrUbkm3Few8ghdUwjFs,dda2c083511ad0ec8852bf1dcd0d623135f3e2a7cab9dab1d94c97f82afb7e8b,0.27433086
10/02/2017 05:06:31,1506989191000,1LeFyqCXFWmuEYcB2FoUZSjW47r5azzMuc,1BFr36gy4VushoE9zmUF6gCpoYHUaKPaAe,e3545cc1b369d69e337607a91fdbf35f95f0fa9e39946447036537c5a05c8bbc,1.0397
10/02/2017 04:20:52,1506986452000,1LZXPdzgzvBMuApi6p1T1bhCSjeLSei9y4,1HhKavHrX5MG3APHnhTdEbkDTib2NWizfZ,a00df3e056de88692a6e5fa010a96b8e2360ae335de23d596bf63d1a8bd5e95b,0.00186961
10/02/2017 03:40:18,1506984018000,1PuqYX5CQaqCZ1nVcB2UtgsucHRV5czo8A,1JrkoTtZJGCFFcYkBSYpUbkiJWq4XC9ZN7,26c7513a9ce93c3c06a5e05539023fe3cac4b7751be3c860d74da44f73df2fff,0.0011435
10/02/2017 02:57:15,1506981435000,1AdsxiiZVAtprFDyyNksVgjsnAkCyzyerF,1FAQZKFXwcmmLDZqWbg2PUCTwpuQnXAFJC,774ac69a2a8e716e879d6d0915898dc30c4924a8724f6324000ea17b129b9256,0.00343183
10/02/2017 02:26:04,1506979564000,1Gk7GRWxRmmeYhmjSBVGUs34PopDfsCjcx,16UyXKuDjgi8rsoBZ8yTQkKhJtrhXPkcT7,a0a486869d39b8ad4e4e25c4dab085663762d1a0cb08ca45c220966b4d395784,1
10/02/2017 02:22:50,1506979370000,36JeQQiAH53XmQSUtW6zN3baSkttnBS4oi,1Q5yZu39sneiSV4cWnwBdMagu3QuTdQKas,aafa8bf89887d9c2c63bc57d5312d2b8087d598a34c27aade4087d0638eb7107,0.00455685
10/02/2017 02:10:51,1506978651000,37NaF3UnsVkR4LKoa5KPAbrjwfPj1WoqZ2,14AzLoSHCoqcKjUvvLKcFwoHrNo3Ef1j1G,465e2224f356144cbfaec8dfa53c874b9e35db6ad8c20559a1a18f8f97409d3b,0.006
10/02/2017 02:08:16,1506978496000,15T5zLKEx5VY7WHoXm7ev8WCoNqXoUqq3W,13TQ27DQGRPyVcTNcGavk29VGDviTc9cRc,1ad828b2d5d4c190a3b3bd2ea52227c6cafc5e0cd9a6a060aa3a32b4e41c5b46,0.00912
10/03/2017 12:56:33,1507017393000,3CD1QW6fjgTwKq3Pj97nty28WZAVkziNom,16YTrB5BRu9x6SMXsStYEcDbsS4EwjCLyc,9850c54bc3dc958ac3bd29ddc8dad2bd243ace93c4ee82bbec5effb589ed9fd0,0.052153
10/02/2017 08:54:00,1507002840000,1DmY9KEVFsijV4rnAxTtwCH8ALAXH2SRj2,1J6pthr83ZizDLBKk6xzVxYujYmae4s5XC,77d73b1cc41925f346859a26efe924bbf803c924a87632e10dfa378f2dcfc5c4,0.0227
10/02/2017 08:22:52,1507000972000,1AA69q1n5KVzPn2miucoZaiFoh2adbH6kn,1Hjn6S2t77HsSYtuocM9uJzoTrQ7KP9K79,1978779700ebe590e25fd22b6a35e992cf4d8f4b400439e9d1e359aac95c5e6d,0.15
10/02/2017 08:20:25,1507000825000,12Ls7S2hGHHbfzv1VyY4xxj8v599xXNpUz,1KzfqgjNfsud2QyrY4njdNyRq8jLpojVfK,c6eab0244403f144e5a2f068f051a5cd9049c50bed023e26fc69153a591db2ef,0.0465
10/02/2017 07:21:24,1506997284000,37Kbnc7dkB8AiqGfGHgeqKkgd3C65EwqE9,1PTPzoUPVfeNJzQKmzTUugapFB1krDLpHH,1210429c942d8324a45feaf27bd0544d1f683e0772bef645d44d6f61bf740813,0.025
10/02/2017 07:04:07,1506996247000,1Kv12je3ug6eQZx2CRaFmYTLcWYDBSxhGe,1LhSjaXny9HbiqXiy6JSnSGK3MusGauF81,0a6d4e16a7b13d00fe0e637340f4fc16b8c6f8f2f79076da7a81ba8bf345f28a,0.04518627
10/02/2017 06:13:39,1506993219000,1Fxxj9HBuq48xo2D7ujaKVtHYzUXcufzf1,12PrqiiiSNvM1SKMK28eiXzF5eKxubceZa,030b92647d31deabf0474e8ef2d357146c8c45d8ff69dc8aa5a5bc0314268e45,0.00544937
10/03/2017 10:50:42,1507053042000,16EnHr5mJxBDWyLcDFt2dbcky4LNK4YY8u,19nndGQmAC6hnvp5RX71sMfcfMpB2S8aR6,6e8e30eafe541b0076b1f3cc285fac7cc08a314bf32a0dfec81125198987b705,0.0035
10/03/2017 10:26:44,1507051604000,1DW8tW1p6cPJ9CsZdu7GmynmeMFjZJx9fT,1Exrhz8LD9PFZc4CYbFmUP1yk2vQ9SH8xd,59d97944b95fa42ed92a45554d6775b7d71e0475135ec02a53df6b3de06ab460,0.01157359
10/03/2017 10:12:11,1507050731000,122ttPhYGnunRbc9fTx5BaMJcfPjYzwwCG,1E8JmyUqNtonEBy1HwBaQPzSNYyjsBwtbb,4e42105d7ea855489c752578b5bd827e4625e95f1435f8968be05d6f4f1f7ee7,2.72414342
